address,area,project,price,property_status,price_per_m2,bedroom,toilet,floornumber,property_legal,furniture,balconydirection,direction,apartment_feature
"Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3 tỷ,Precia,56 m²,Đã bàn giao,"53,57 triệu/m²",2 phòng,1 phòng,,,,,,
"D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2 tỷ,Ricca,65 m²,Đã bàn giao,"30,77 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh","1,722 tỷ",Dream Home Riverside,65 m²,Chưa bàn giao,"26,49 triệu/m²",2 phòng,2 phòng,,,,,,Căn góc
"10, Mai Chí Thọ, Phường An Lợi Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","8,9 tỷ",Sadora Apartment,120 m²,Đã bàn giao,"74,17 triệu/m²",3 phòng,2 phòng,,Đang chờ sổ,,,,
"Đường Mai Chí Thọ, phường Thủ Thiêm, quận 2, Tp.HCM, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",130 tỷ,Empire City Thủ Thiêm,385 m²,Đã bàn giao,"337,66 triệu/m²",5 phòng,5 phòng,,,,,,
"Đường Nguyễn Cửu Phú, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","3,5 tỷ",Tecco Town Bình Tân,173 m²,Đã bàn giao,"20,23 triệu/m²",2 phòng,2 phòng,,,,,,Căn góc
"195, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","2,1 tỷ",Topaz City,74 m²,Đã bàn giao,"28,38 triệu/m²",2 phòng,2 phòng,,,,,,
"996, Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","1,85 tỷ",The Pegasuite 2,52 m²,Chưa bàn giao,"35,58 triệu/m²",1 phòng,1 phòng,14,Đang chờ sổ,Hoàn thiện cơ bản,Đông Bắc,Tây Nam,Căn góc
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","7,6 tỷ",Sunrise City,162 m²,Đã bàn giao,"46,91 triệu/m²",3 phòng,3 phòng,,Đã có sổ,Nội thất cao cấp,Bắc,Nam,Căn góc
"Đường Nguyễn Thị Định, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,65 tỷ",Citi Esto,60 m²,Đã bàn giao,"27,5 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất cao cấp,Đông Nam,,
"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","3,02 tỷ",Akari City,75 m²,Đã bàn giao,"40,27 triệu/m²",2 phòng,2 phòng,,,,,,Căn góc
"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","7,24739456 tỷ",Mizuki Park,100 m²,Chưa bàn giao,"72,47 triệu/m²",3 phòng,,1,Giấy tờ khác,Bàn giao thô,Nam,Bắc,
"Đường Xa lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,9 tỷ",Saigon Gateway,66 m²,,"28,79 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","4,3 tỷ",Hoàng Anh Gold House (Hoàng Anh An Tiến),248 m²,Đã bàn giao,"17,34 triệu/m²",4 phòng,3 phòng,,Đã có sổ,,,Đông Bắc,Căn góc
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","4,5 tỷ",Sunrise City,100 m²,Đã bàn giao,45 triệu/m²,3 phòng,,,Đã có sổ,Nội thất cao cấp,Bắc,,
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","2,85 tỷ",Sunrise Riverside,56 m²,Đã bàn giao,"50,89 triệu/m²",2 phòng,1 phòng,,,,,,
"Chu Văn An, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh",4 tỷ,Đất Phương Nam,131 m²,Đã bàn giao,"30,53 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,Đông Nam,Tây Bắc,Căn góc
"Đường Dương Thị Giang, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","2,33 tỷ",CTL Tower,70 m²,Đã bàn giao,"33,29 triệu/m²",2 phòng,2 phòng,,,,,,
"Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,7 tỷ",Masteri Thảo Điền,65 m²,Đã bàn giao,"72,31 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"224/5, Quốc Lộ 13, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","1,585 tỷ",The Morning Star Plaza,30 m²,Đã bàn giao,"52,83 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Số 01, 104A, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","19,5 tỷ",Diamond Island (Đảo Kim Cương),180 m²,Đã bàn giao,"108,33 triệu/m²",3 phòng,2 phòng,,,,,,Căn góc
"Số 207, Số 207 Số 207 Nguyễn Xí, phường 26, quận Bình Thạnh, Tp.HCM, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","1,83 tỷ",Richmond City,67 m²,Đã bàn giao,"27,31 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Lương Định Của, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,1 tỷ",De Capella,80 m²,Đã bàn giao,"51,25 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Hoàn thiện cơ bản,Tây,Đông,
"290, An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh","1,76 tỷ",The Everrich Infinity,81 m²,Đã bàn giao,"21,73 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"Số 59, Ngô Tất Tố, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh","1,85 tỷ",City Garden,70 m²,Đã bàn giao,"26,43 triệu/m²",1 phòng,,,,,,,
"39, 39 Đường Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh","1,42 tỷ",The Tresor,1 m²,Đã bàn giao,"1,42 tỷ/m²",2 phòng,1 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"49C, Lê Quang Kim, Phường 8, Quận 8, Tp Hồ Chí Minh","3,3 tỷ",Diamond Lotus Riverside,58 m²,Đã bàn giao,"56,9 triệu/m²",2 phòng,,,,,,,Căn góc
"Số 504, Nguyễn Tất Thành, Phường 18, Quận 4, Tp Hồ Chí Minh","2,15 tỷ",Riva Park,78 m²,Đã bàn giao,"27,56 triệu/m²",2 phòng,,5,,,,,
"205, Lạc Long Quân, Phường 3, Quận 11, Tp Hồ Chí Minh","1,92 tỷ",Cao ốc RES 11 (Residence Eleven),75 m²,Đã bàn giao,"25,6 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"DC13, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","2,45 tỷ",TaniBuilding Sơn Kỳ 1,65 m²,Chưa bàn giao,"37,69 triệu/m²",2 phòng,2 phòng,1,Đã có sổ,Nội thất đầy đủ,,,
"196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","2,61 tỷ",Topaz Elite,86 m²,Đã bàn giao,"30,35 triệu/m²",3 phòng,2 phòng,,Đang chờ sổ,Hoàn thiện cơ bản,,,
"đường Tân Chánh Hiệp 21, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","1,92 tỷ",Hưng Ngân Garden,64 m²,Đã bàn giao,30 triệu/m²,2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,Nam,Đông,Căn góc
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","8,7 tỷ",Vinhomes Central Park,115 m²,Đã bàn giao,"75,65 triệu/m²",3 phòng,2 phòng,,,,,,Căn góc
"Cây Keo, Phường Tam Phú (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,51 tỷ",Đạt Gia Residence Thủ Đức,60 m²,Đã bàn giao,"25,17 triệu/m²",2 phòng,2 phòng,,,,,,
"334, Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh","4,9 tỷ",Kingdom 101,79 m²,Chưa bàn giao,"62,03 triệu/m²",2 phòng,2 phòng,,,,,,
"Song Hành, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2 tỷ,Jamila Khang Điền,85 m²,Đã bàn giao,"23,53 triệu/m²",2 phòng,2 phòng,10,Đã có sổ,Nội thất đầy đủ,,,
"D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,2 tỷ",Ricca,73 m²,Đã bàn giao,"30,14 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 636 A, Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","3,6 tỷ",Soho Premier,96 m²,Đã bàn giao,"37,5 triệu/m²",3 phòng,2 phòng,,,,,,Căn góc
"208, 208 Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","6,2 tỷ",Vinhomes Central Park,85 m²,Đã bàn giao,"72,94 triệu/m²",2 phòng,2 phòng,,,,,,
"Trương Đình Hội, Phường 16, Quận 8, Tp Hồ Chí Minh","1,5 tỷ",NBB Garden 3_City Gate 3,53 m²,Chưa bàn giao,"28,3 triệu/m²",2 phòng,,,,,,,
"239 – 241 – 278, Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","3,2 tỷ",Căn hộ RichStar,65 m²,Đã bàn giao,"49,23 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Văn Hưởng, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3 tỷ,Thủ Thiêm Sky,61 m²,Đã bàn giao,"49,18 triệu/m²",2 phòng,,12,Đã có sổ,,,,
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Thành phố Hồ Chí Minh, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","1,38 tỷ",EHome 3,50 m²,Đã bàn giao,"27,6 triệu/m²",1 phòng,1 phòng,,Đã có sổ,Hoàn thiện cơ bản,Tây Bắc,Đông Nam,
"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","3,12 tỷ",Mizuki Park,78 m²,Đã bàn giao,40 triệu/m²,2 phòng,2 phòng,,,,,,Căn góc
"290 Số 290 Đường An Dương Vương, Phường 4, Quận 5, Thành phố Hồ Chí Minh, Phường 4, Quận 5, Tp Hồ Chí Minh","2,25 tỷ",The Everrich Infinity,80 m²,Đã bàn giao,"28,13 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"Đường Nguyễn Văn Linh, xã Bình Hưng, huyện Bình Chánh, Tp.HCM, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","4,6 tỷ",Mizuki Park,86 m²,Chưa bàn giao,"53,49 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,9 tỷ",Saigon Riverside Complex Q7,53 m²,Đã bàn giao,"35,85 triệu/m²",1 phòng,1 phòng,,,,,,
"số 88, số 88 Số 88 đường N1, phường Sơn Kỳ, quận Tân Phú, Tp.HCM, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","5,85 tỷ",Celadon City,112 m²,Chưa bàn giao,"52,23 triệu/m²",2 phòng,2 phòng,,Giấy tờ khác,,Tây Nam,Đông Bắc,
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","3,85 tỷ",Sunrise City,76 m²,Đã bàn giao,"50,66 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,Nam,Bắc,Căn góc
"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",4 tỷ,Akari City,100 m²,Đã bàn giao,40 triệu/m²,3 phòng,2 phòng,21,Giấy tờ khác,Hoàn thiện cơ bản,Bắc,Tây,Căn góc
"346, Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh",4 tỷ,The Gold View,80 m²,Chưa bàn giao,50 triệu/m²,2 phòng,2 phòng,,Đang chờ sổ,,Tây Nam,Đông Bắc,
"Số 1472, Võ Văn Kiệt, Phường 3, Quận 6, Tp Hồ Chí Minh","1,85 tỷ",Viva Riverside,83 m²,Đã bàn giao,"22,29 triệu/m²",2 phòng,,,,,,,
"Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh","3,6 tỷ",Chung cư Mỹ Đức,84 m²,Chưa bàn giao,"42,86 triệu/m²",2 phòng,2 phòng,,,,,,
"Khu đô thị Cityland Park Hills - Số 18, Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",5 tỷ,Căn hộ Cityland Parkhill Gò Vấp,86.1 m²,Đã bàn giao,"58,07 triệu/m²",3 phòng,,,,,,,Căn góc
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","1,85 tỷ",The Park Residence,62 m²,Đã bàn giao,"29,84 triệu/m²",2 phòng,1 phòng,12,,,,,
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","1,9 tỷ",Green Town Bình Tân,63 m²,Đã bàn giao,"30,16 triệu/m²",2 phòng,2 phòng,,Giấy tờ khác,Hoàn thiện cơ bản,Tây,Đông,
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,65 tỷ",The Eastern,106 m²,Đã bàn giao,25 triệu/m²,3 phòng,2 phòng,,Đã có sổ,,,,
"Liên Phường, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,15 tỷ",Thủ Thiêm Garden,23 m²,Đã bàn giao,50 triệu/m²,2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,2 tỷ",Ricca,74 m²,Đã bàn giao,"29,73 triệu/m²",2 phòng,2 phòng,,,,,,
"D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,83 tỷ",Ricca,58 m²,Đã bàn giao,"31,55 triệu/m²",2 phòng,1 phòng,,Đã có sổ,Nội thất đầy đủ,Đông Nam,,
"996, 996 Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","3,1 tỷ",The Pegasuite 2,84 m²,Đã bàn giao,"36,9 triệu/m²",2 phòng,2 phòng,6,Đang chờ sổ,Nội thất cao cấp,Đông Bắc,Tây Nam,Căn góc
"số 88, số 88 Số 88 đường N1, phường Sơn Kỳ, quận Tân Phú, Tp.HCM, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","5,3 tỷ",Celadon City,88.8 m²,Chưa bàn giao,"59,68 triệu/m²",2 phòng,,,,,Đông Nam,,Căn góc
"An Phú, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",28 tỷ,Masteri An Phú,170.4 m²,Đã bàn giao,"164,32 triệu/m²",3 phòng,3 phòng,,Đã có sổ,Bàn giao thô,,,
"Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh","1,61 tỷ",Dream Home Riverside,1 m²,Đã bàn giao,"1,61 tỷ/m²",2 phòng,2 phòng,,,,,,
"số 88 Số 88 đường N1, phường Sơn Kỳ, quận Tân Phú, Tp.HCM, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","4,7 tỷ",Celadon City,107.5 m²,Chưa bàn giao,"43,72 triệu/m²",3 phòng,,,,,,,Căn góc
"239 – 241 – 278, Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","2,55 tỷ",Căn hộ RichStar,53 m²,Đã bàn giao,"48,11 triệu/m²",2 phòng,1 phòng,,,,,,
"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,95 tỷ",Saigon Riverside Complex Q7,55 m²,Chưa bàn giao,"35,45 triệu/m²",1 phòng,1 phòng,12,,,Nam,Bắc,Căn góc
"Số 90, Số 90 Số 90 Nguyễn Hữu Cảnh, phường 22, quận Bình Thạnh, Tp.HCM, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","1,99 tỷ",Sunwah Pearl,1 m²,Đã bàn giao,"1,99 tỷ/m²",2 phòng,1 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Bình Khánh, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,4 tỷ",Tái định cư Bình Khánh,63 m²,Đã bàn giao,"38,1 triệu/m²",2 phòng,2 phòng,5,,Hoàn thiện cơ bản,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","3,2 tỷ",Saigon Riverside Complex Q7,86 m²,Đã bàn giao,"37,21 triệu/m²",3 phòng,2 phòng,,,,,,
"DC13, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","2,35 tỷ",TaniBuilding Sơn Kỳ 1,66 m²,Đã bàn giao,"35,61 triệu/m²",2 phòng,,9,Đã có sổ,Nội thất đầy đủ,Đông,,
